Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet
"Internship, Centre for Impact Investing and Practices",Temasek Trust,,2024-03-01,https://sg.linkedin.com/jobs/view/internship-centre-for-impact-investing-and-practices-at-temasek-trust-3841370726?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=RPboJ6twcOvve9raj9p%2FqQ%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"About Us:

Established by Temasek Holdings in 2007, Temasek Trust is a steward of philanthropic endowments and gifts from Temasek and other donors. It strives to deliver sustainable funding for the long-term well-being and security of our communities. Temasek Trust provides governance and financial oversight of endowments for Temasek Foundation, Stewardship Asia Centre, Temasek Life Sciences Laboratory and Mandai Nature. The work at Temasek Trust supports a common purpose of doing good, upliftin"
Capital Markets Intern,ADDX,,2023-03-20,https://sg.linkedin.com/jobs/view/capital-markets-intern-at-addx-3562829289?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=ktRzvSWPc9ZyG85Of3O2Sg%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
Business Development Intern - [Lifestyle - Home & Living],Shopee,,2024-01-19,https://sg.linkedin.com/jobs/view/business-development-intern-lifestyle-home-living-at-shopee-3687551681?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=zJ8Rxu28Z8RaXkmGpohj9g%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Job Description


Promoting and encouraging niche sellers to come on board the Shopee platform
Assist Key Account Managers (KAMs) in daily operational work related to campaigns and initiativesConduct competitor monitoring and research to better understand the competitor landscape of the various categories
Adopting a creative and innovative approach to problem solving


Requirements


Currently pursuing a Bachelor's Degree or Diploma in any related discipline
Positive, team-player, and energetic "
Customer Experience & Website Management Intern [Marketing],Maybank Investment Banking Group,,2024-02-16,https://sg.linkedin.com/jobs/view/customer-experience-website-management-intern-marketing-at-maybank-investment-banking-group-3832023206?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=o28QBRJ8Jpr4z5qKMJcQ9Q%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities is a leading brokerage house and investment bank in ASEAN. Maybank Securities provides services in corporate finance, debt markets, equity capital markets, derivatives, retail and institutional securities broking and research.







Job Description:

Work with business to review and revamp content on the website.
Work with designers, product, marketing, sales, research, external influencers and other industry experts where necessary.
Adhere to intern"
Internship - Flavor Creation Lab,dsm-firmenich,,2024-02-14,https://sg.linkedin.com/jobs/view/internship-flavor-creation-lab-at-dsm-firmenich-3792900750?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=PJbLJVrXQV6DUaEqPzZhqw%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"At dsm-firmenich people are at the heart of the company. We are committed to equal employment opportunities and value diversity in the workplace.

Purpose:

The purpose of this intern is to support Flavorists in creation of new ingredients and new technologies.

Roles and Responsibilities:


Update a database that can be used to organize the available stock of raw materials available (~2000 items) to the flavor creation laboratory.
Order raw materials through SAP
Update physical raw materials sa"
Computer Science Intern (Python) – Trading,Grasshopper,,2024-03-05,https://sg.linkedin.com/jobs/view/computer-science-intern-python-%E2%80%93-trading-at-grasshopper-3846510498?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=1sMWOHe5dfQiRynNif3bKw%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Job Description

Have you wondered what it’s like being part of the most competitive industry in the world? Do you aspire to be part of a brilliant diverse team of traders, technologists, and quants?

Responsibilities

You will be working closely with a senior team member to design, build and deploy a system that consists of various tools used by the team for both reporting and trading purposes. The application involves full-stack development from front-end to back-end. It also involves numerica"
Intern - Business Intern,Activate Interactive,,2024-03-05,https://sg.linkedin.com/jobs/view/intern-business-intern-at-activate-interactive-3847005744?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=OoE%2FIKsuipHF2S3iYN%2BiGQ%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Activate is looking for a Business Intern to join our team in our Paya Lebar office. The Business Intern is responsible for prospecting sales and qualifying leads for new and existing accounts.

This person will act as a liaison between our marketing and sales teams. He/she will be naturally curious, results-driven, and eager to bring our product/services to new markets.

Responsibilities:


Contact and qualify leads - Prospect new sales leads by making an initial phone or email contact. Engage "
Clients & Markets Intern - Sports Business Group (Off-cycle internship),Deloitte,,2024-02-21,https://sg.linkedin.com/jobs/view/clients-markets-intern-sports-business-group-off-cycle-internship-at-deloitte-3800071692?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=VPaaiGZ%2FeV0nDKNZ8EFaCA%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Date: 6 Feb 2024

Service Line / Portfolios:

Location:

Singapore, Singapore, SG

Title: Clients & Markets Intern - Sports Business Group

What impact will you make?

At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clients, people and community. Whatever your aspirations, Deloitte offers you a highly inclusive, collaborative workplace and unrivalled opportunities to realize your full potential. We ar"
"Data Internships - Data Analyst, Strategy - User Growth",Neuron Mobility,,2024-02-23,https://sg.linkedin.com/jobs/view/data-internships-data-analyst-strategy-user-growth-at-neuron-mobility-3836875015?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=kakxq8K9WdQqVNWwDs3QRw%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Neuron is an internationally leading shared micromobility operator with shared e-scooter and e-bike operations across the globe, including in Australia, Canada, the United Kingdom and New Zealand. Operating in 24 cities internationally, our mission is to partner with them to connect people and places in a safe, convenient and sustainable way. Cities are our most important customers and our vision is to help them build a more prosperous and sustainable future through new ways of moving and connec"
"Project Intern, Singapore Market",Temasek,,2024-02-28,https://sg.linkedin.com/jobs/view/project-intern-singapore-market-at-temasek-3713200342?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=HPqaYEyzA0bcM48iXEZbVQ%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Department/Section: Singapore Market




Position: Project Intern, Singapore Market




Period: January 2024 to December 2024 (min. Full Time 6 Months)




Overview Of The Team




Temasek undertakes an ecosystem development approach to build new platforms and transform existing businesses for sustainable growth and value creation. This involves strong collaboration with various external stakeholders to enhance our network of partners and facilitate cooperation to catalyse building of future gro"
Strategy Intern,Siemens,,2024-02-22,https://sg.linkedin.com/jobs/view/strategy-intern-at-siemens-3814293386?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=22WKzjH%2FNTsCcLSoxfGbPA%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Siemens Mobility is an outstanding place to have a career in an innovative and dynamic environment. We are proud to be a global technology leader for seamless, reliable and secure transport solutions for over 160 years. Our organization comprises five core business verticals across Rolling Stock, Rail Infrastructure, Customer Services, Turnkey and Software portfolio, to provide sustainable, comfortable and cost-effective rail traffic for our customers.

Be a part of it, design the future of Mobi"
In-Store Marketing Intern (6 Months),UNIQLO,,2024-03-05,https://sg.linkedin.com/jobs/view/in-store-marketing-intern-6-months-at-uniqlo-3846638079?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=O4y9dQu0duhiT%2FLFpsOVDA%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"In-store Marketing

• Responsible for supporting and managing the administration of marketing

department activities with regards to Social Media content planning and New Store

opening activities.

• Planning for TikTok and Instagram content creation and tracking engagement and performance of key products highlighted.

• Involved in handling New Store opening events management and support

for media buy and creative shoots.

• Additional responsibilities will include the roll out of posters and"
Facilities Executive Intern,Figment,,2024-02-07,https://sg.linkedin.com/jobs/view/facilities-executive-intern-at-figment-3819904856?refId=H8upfleYVzc9vsX5RcMKtQ%3D%3D&trackingId=QNKZg2HpNeB6zHOTlN5RQw%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card,[],"Inspired by built heritage and creative talent, Figment reimagines conservation shophouses in Singapore as boutique homes and offer fully-furnished rental suites that make art, design, and heritage a daily experience. We also own and manage The Lorong 24A Shophouse Series, previously covered in the Wall Street Journal and the New York Times. Find out more about us at www.figment.live.




The Facilities Executive Intern will directly assist management to ready new residential properties for stay"
Fashion Intern,CHARLES & KEITH GROUP,,2024-03-01,https://sg.linkedin.com/jobs/view/fashion-intern-at-charles-keith-group-3839578914?refId=H8upfleYVzc9vsX5RcMKtQ%3D%3D&trackingId=JdwEIqyMXQz58wbwJj0z3w%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,[],"RESPONSIBILITIES

Facilitate model and product view shoots and ensure assets are delivered on time and within budget
Align, coordinate, and work closely with studio assistant
Manage the weekly shoot calendar and products across eCommerce platforms ensuring all resource needs are met
Track schedules, manage assets, identify weaknesses, bottlenecks and risks in the schedule, and troubleshoot communication and schedule dependency problems
Coordinating logistics
Assist in Marketing efforts
Maintaini"
Data Science Intern,"Love, Bonito",,2024-02-08,https://sg.linkedin.com/jobs/view/data-science-intern-at-love-bonito-3824813813?refId=H8upfleYVzc9vsX5RcMKtQ%3D%3D&trackingId=Y25fkcxAG8Am4FySFM5ExA%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,[],"About Us

Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are Southeast Asia's leading womenswear brand, headquartered in Singapore, with an omnichannel presence across Hong Kong SAR China, Indonesia, Malaysia and a retail franchise in Cambodia. In addition, we have also expanded into international markets namely the Philippines and the United States of America.

Founded in 2010, we are proudly female-founded with more than"
Air Solutions Data Analyst Intern,Bolloré Logistics,,2024-02-02,https://sg.linkedin.com/jobs/view/air-solutions-data-analyst-intern-at-bollor%C3%A9-logistics-3838870822?refId=H8upfleYVzc9vsX5RcMKtQ%3D%3D&trackingId=9AcumufIUC5ukjkdEh9h3Q%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card,[],"200 years ago, Bolloré Group was born. Today, one of Bolloré Group's fastest growing business sectors, Bolloré Logistics, have grown to become the world's top 10 players in freight forwarding and logistics with a powerful network spread across 106 countries, 607 sites with over 20,000 employees. We pride ourselves having developed specific expertise in providing end-to-end supply chain solutions tailored to our customers' growth and constantly driving innovation to adapt and better cater to thei"
